pilot_rank,stable_source_image_id,split,sequence_id,image_path,mask_path,annotation_status,selection_strata,component_count,big_rock_pixel_count,bedrock_adjacent_pixels,geometry_status,selection_seed,selection_rationale
1,NLB_485122672EDR_F0480458NCAM12753M1,train,F0480458NCAM12753M1,msl/ncam/images/edr/NLB_485122672EDR_F0480458NCAM12753M1.JPG,msl/ncam/labels/train/NLB_485122672EDR_F0480458NCAM12753M1.png,candidate_unreviewed,isolated_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,1,36,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
122,NLB_511834377EDR_F0531994NCAM00256M1,train,F0531994NCAM00256M1,msl/ncam/images/edr/NLB_511834377EDR_F0531994NCAM00256M1.JPG,msl/ncam/labels/train/NLB_511834377EDR_F0531994NCAM00256M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,4,84833,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
123,NLB_483340393EDR_F0470522NCAM00253M1,train,F0470522NCAM00253M1,msl/ncam/images/edr/NLB_483340393EDR_F0470522NCAM00253M1.JPG,msl/ncam/labels/train/NLB_483340393EDR_F0470522NCAM00253M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,103818,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
124,NLB_550010635EDR_F0632582NCAM00282M1,train,F0632582NCAM00282M1,msl/ncam/images/edr/NLB_550010635EDR_F0632582NCAM00282M1.JPG,msl/ncam/labels/train/NLB_550010635EDR_F0632582NCAM00282M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,10,240373,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
125,NLB_467991308EDR_F0440568NCAM00297M1,train,F0440568NCAM00297M1,msl/ncam/images/edr/NLB_467991308EDR_F0440568NCAM00297M1.JPG,msl/ncam/labels/train/NLB_467991308EDR_F0440568NCAM00297M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,113721,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
126,NLB_547801039EDR_F0630346NCAM07753M1,train,F0630346NCAM07753M1,msl/ncam/images/edr/NLB_547801039EDR_F0630346NCAM07753M1.JPG,msl/ncam/labels/train/NLB_547801039EDR_F0630346NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,11,163451,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
127,NLB_486003341EDR_F0481570NCAM05694M1,train,F0481570NCAM05694M1,msl/ncam/images/edr/NLB_486003341EDR_F0481570NCAM05694M1.JPG,msl/ncam/labels/train/NLB_486003341EDR_F0481570NCAM05694M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,7,51709,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
128,NLB_579316096EDR_F0701538NCAM00207M1,train,F0701538NCAM00207M1,msl/ncam/images/edr/NLB_579316096EDR_F0701538NCAM00207M1.JPG,msl/ncam/labels/train/NLB_579316096EDR_F0701538NCAM00207M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,9,240903,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
129,NLB_555700793EDR_F0650156CCAM15903M1,train,NLB_555700793EDR_F0650156CCAM15903M1,msl/ncam/images/edr/NLB_555700793EDR_F0650156CCAM15903M1.JPG,msl/ncam/labels/train/NLB_555700793EDR_F0650156CCAM15903M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,5,66180,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
130,NLB_490622774EDR_F0482422NCAM07753M1,train,F0482422NCAM07753M1,msl/ncam/images/edr/NLB_490622774EDR_F0482422NCAM07753M1.JPG,msl/ncam/labels/train/NLB_490622774EDR_F0482422NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,7,177637,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
131,NLB_463190517EDR_F0410838NCAM00275M1,train,F0410838NCAM00275M1,msl/ncam/images/edr/NLB_463190517EDR_F0410838NCAM00275M1.JPG,msl/ncam/labels/train/NLB_463190517EDR_F0410838NCAM00275M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,9,139305,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
132,NLB_517255503EDR_F0541610NCAM07753M1,train,F0541610NCAM07753M1,msl/ncam/images/edr/NLB_517255503EDR_F0541610NCAM07753M1.JPG,msl/ncam/labels/train/NLB_517255503EDR_F0541610NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,13,82014,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
133,NLB_490799942EDR_F0482470NCAM00284M1,train,F0482470NCAM00284M1,msl/ncam/images/edr/NLB_490799942EDR_F0482470NCAM00284M1.JPG,msl/ncam/labels/train/NLB_490799942EDR_F0482470NCAM00284M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,214837,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
134,NLB_579308863EDR_F0701538NCAM00307M1,train,F0701538NCAM00307M1,msl/ncam/images/edr/NLB_579308863EDR_F0701538NCAM00307M1.JPG,msl/ncam/labels/train/NLB_579308863EDR_F0701538NCAM00307M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,5,204092,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
135,NLB_421445249EDR_F0060000NCAM12754M1,train,F0060000NCAM12754M1,msl/ncam/images/edr/NLB_421445249EDR_F0060000NCAM12754M1.JPG,msl/ncam/labels/train/NLB_421445249EDR_F0060000NCAM12754M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,7,107933,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
136,NLB_547082057EDR_F0623188NCAM00266M1,val,F0623188NCAM00266M1,msl/ncam/images/edr/NLB_547082057EDR_F0623188NCAM00266M1.JPG,msl/ncam/labels/train/NLB_547082057EDR_F0623188NCAM00266M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,29,92143,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
137,NLB_614017708EDR_F0760988NCAM00288M1,train,F0760988NCAM00288M1,msl/ncam/images/edr/NLB_614017708EDR_F0760988NCAM00288M1.JPG,msl/ncam/labels/train/NLB_614017708EDR_F0760988NCAM00288M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,18,100871,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
138,NLB_450501721EDR_F0310724NCAM00268M1,train,F0310724NCAM00268M1,msl/ncam/images/edr/NLB_450501721EDR_F0310724NCAM00268M1.JPG,msl/ncam/labels/train/NLB_450501721EDR_F0310724NCAM00268M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,83631,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
139,NLB_545400542EDR_F0620786NCAM00353M1,train,F0620786NCAM00353M1,msl/ncam/images/edr/NLB_545400542EDR_F0620786NCAM00353M1.JPG,msl/ncam/labels/train/NLB_545400542EDR_F0620786NCAM00353M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,16,77287,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
140,NLB_484059426EDR_F0470598NCAM00223M1,train,F0470598NCAM00223M1,msl/ncam/images/edr/NLB_484059426EDR_F0470598NCAM00223M1.JPG,msl/ncam/labels/train/NLB_484059426EDR_F0470598NCAM00223M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,130429,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
141,NLB_614011063EDR_F0760934NCAM00385M1,train,F0760934NCAM00385M1,msl/ncam/images/edr/NLB_614011063EDR_F0760934NCAM00385M1.JPG,msl/ncam/labels/train/NLB_614011063EDR_F0760934NCAM00385M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,60445,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
142,NLB_483696930EDR_F0470598NCAM00255M1,train,F0470598NCAM00255M1,msl/ncam/images/edr/NLB_483696930EDR_F0470598NCAM00255M1.JPG,msl/ncam/labels/train/NLB_483696930EDR_F0470598NCAM00255M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,154065,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
143,NLB_490189395EDR_F0482200NCAM07752M1,train,F0482200NCAM07752M1,msl/ncam/images/edr/NLB_490189395EDR_F0482200NCAM07752M1.JPG,msl/ncam/labels/train/NLB_490189395EDR_F0482200NCAM07752M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,425702,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
144,NLB_489742424EDR_F0481970NCAM07753M1,val,F0481970NCAM07753M1,msl/ncam/images/edr/NLB_489742424EDR_F0481970NCAM07753M1.JPG,msl/ncam/labels/train/NLB_489742424EDR_F0481970NCAM07753M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,4,78597,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
145,NLB_449520568EDR_F0300820NCAM00257M1,train,F0300820NCAM00257M1,msl/ncam/images/edr/NLB_449520568EDR_F0300820NCAM00257M1.JPG,msl/ncam/labels/train/NLB_449520568EDR_F0300820NCAM00257M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,9,262224,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
146,NLB_436560164EDR_F0220000NCAM00259M1,train,F0220000NCAM00259M1,msl/ncam/images/edr/NLB_436560164EDR_F0220000NCAM00259M1.JPG,msl/ncam/labels/train/NLB_436560164EDR_F0220000NCAM00259M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,3,213548,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
147,NLB_528262409EDR_F0580774NCAM00257M1,train,F0580774NCAM00257M1,msl/ncam/images/edr/NLB_528262409EDR_F0580774NCAM00257M1.JPG,msl/ncam/labels/train/NLB_528262409EDR_F0580774NCAM00257M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,146055,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
148,NLB_582244604EDR_F0701752NCAM00207M1,train,F0701752NCAM00207M1,msl/ncam/images/edr/NLB_582244604EDR_F0701752NCAM00207M1.JPG,msl/ncam/labels/train/NLB_582244604EDR_F0701752NCAM00207M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,220811,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
149,NLB_615805575EDR_F0761714NCAM00353M1,train,F0761714NCAM00353M1,msl/ncam/images/edr/NLB_615805575EDR_F0761714NCAM00353M1.JPG,msl/ncam/labels/train/NLB_615805575EDR_F0761714NCAM00353M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,55807,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
150,NLB_490975308EDR_F0482518NCAM00287M1,train,F0482518NCAM00287M1,msl/ncam/images/edr/NLB_490975308EDR_F0482518NCAM00287M1.JPG,msl/ncam/labels/train/NLB_490975308EDR_F0482518NCAM00287M1.png,candidate_unreviewed,multiple_candidate_regions|very_large_component_candidate|tiny_component_candidate|rgb_only_or_geometry_unresolved,6,65659,0,unresolved_no_explicit_pair_metadata,42,deterministic development-only candidate selection; requires manual instance review
